726.0 7.868181818181818 
743.0 7.4480519480519485 
709.0 7.934415584415585 
734.0 7.6840909090909095 
780.0 6.728246753246753 
825.0 6.483766233766234 
760.0 6.960714285714285 
695.0 8.283766233766233 
771.0 6.8428571428571425 
820.0 6.519805194805195 
786.0 6.591558441558441 
690.0 8.887337662337663 
810.0 6.5519480519480515 
741.0 7.49577922077922 
679.0 8.975974025974025 
751.0 7.28051948051948 
704.0 8.16461038961039 
677.0 9.891558441558441 
747.0 7.325974025974026 
732.0 7.765584415584415 
841.0 6.441883116883117 
727.0 7.837987012987013 
