624.0 8.27612481857765 
659.0 6.654571843251088 
646.0 6.851959361393324 
630.0 7.304789550072569 
692.0 6.411465892597968 
704.0 6.151306240928882 
671.0 6.5576923076923075 
615.0 8.27866473149492 
657.0 6.795718432510886 
637.0 7.20355587808418 
647.0 6.8414368650217705 
591.0 10.478592162554426 
705.0 6.099056603773585 
627.0 7.8584905660377355 
658.0 6.756168359941944 
614.0 8.534833091436864 
687.0 6.428519593613934 
759.0 5.730769230769231 
739.0 5.968795355587808 
665.0 6.59978229317852 
625.0 8.006531204644412 
695.0 6.312409288824383 
607.0 8.916545718432511 
612.0 8.672714078374456 
599.0 8.935413642960812 
